session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
8340,52,2,52,2,13,2,52,2,52,52,128
8341,2,2,13,52,52,52,20,52,2,3,128
8342,514,3686,2,52,52,13,52,2,52,52,128
8343,2,52,52,2,52,2,52,52,2,52,128
8344,52,13,52,2,52,2,52,3,52,52,128
8345,2,13,20,26,273,13,2,20,163,52,128
8346,13,2,20,2,13,52,2,2,26,13,128
8347,26,2,2,2,2,26,2,2,2,26,128
8348,2,26,2,26,2,13,2,26,26,26,128
8349,2,3,26,26,2,13,26,26,2,26,128
8350,3681,26,26,2,2,26,26,3,26,2,128
8351,514,2,26,26,13,26,26,2,26,26,128
8352,2,26,26,2,13,26,26,26,2,2,128
8353,2,2,13,2,13,52,20,137,2,20,128
8354,823,823,13,163,273,13,273,13,2,72,128
8355,2,35,13,35,2,2,2,35,35,2,128
8356,2,13,13,137,70,13,20,2,70,823,128
8357,13,2,163,2,70,70,70,2,2,2,128
8358,13,2,70,2,2,70,70,2,13,70,128
8359,70,2,2,70,2,70,70,13,70,70,128
8360,2,2,70,70,70,70,2,70,2,70,128
8361,70,2,70,70,2,70,70,2,70,70,128
8362,13,70,3,2,2,2,2,2,13,2,128
8363,52,13,20,13,20,2,273,13,273,163,128
8364,13,2,35,20,35,2,2,35,2,35,128
8365,2,2,13,35,35,2,2,35,35,2,128
8366,35,2,2,13,2,2,2,13,52,13,128
8367,52,2,2,2,52,52,2,2,2,2,128
8368,52,2,52,2,52,2,13,52,2,52,128
8369,52,2,52,2,52,13,52,2,52,52,128
8370,3,52,2,2,52,52,52,2,2,52,128
8371,52,13,52,2,52,52,2,13,52,2,128
8372,52,2,2,2,13,2,13,26,20,2,128
8373,13,20,163,13,26,2,26,2,2,2,128
8374,13,3,26,2,26,2,26,2,13,26,128
8375,26,2,26,2,26,26,13,26,2,2,128
8376,26,26,26,2,3681,26,26,2,26,2,128
8377,26,26,13,2,26,2,26,26,13,3697,128
8378,3,26,2,2,3791,66,3769,3791,3769,3787,128
8379,3822,2383,3769,2,2,3679,3,32,20,35,128
8380,13,2,2271,20,13,2,20,4,20,2271,128
8381,35,13,163,2,35,35,13,20,72,2,128
8382,35,2,13,35,2,35,2,2,35,35,128
8383,2,13,35,35,35,72,2,2,35,35,128
8384,13,35,2,35,35,2,35,35,2,35,128
8385,3679,3,3697,35,35,2,2,35,13,35,128
8386,35,2,2,35,13,2,2,20,2,13,128
8387,2,13,13,52,137,20,2,20,52,13,128
8388,163,52,52,52,2,3,52,2,52,2,128
8389,2,13,2,52,52,2,52,2,13,52,128
8390,52,2,52,52,2,52,3,52,13,2,128
8391,52,2,52,52,52,52,2,2,52,52,128
8392,52,2,3,52,52,2,13,13,52,2,128
8393,2,2,2,13,52,2,52,20,13,163,128
8394,13,13,3,13,52,2,2,52,52,2,128
8395,2,52,2,2,52,2,52,52,2,2,128
8396,13,52,52,52,20,2,20,52,100,2,128
8397,2,2,3,3,3,514,3682,3,3690,514,128
8398,3691,3697,3682,3694,3696,3695,3678,3692,3681,3679,128
8399,3,3697,514,3696,3690,3694,3691,3,3679,3681,128
8400,3692,3695,3696,3678,3693,514,3693,3,514,514,128
8401,3,3,3694,3678,3695,3679,3686,3,3678,514,128
8402,3686,3,3679,3693,3682,3,3679,3,3693,3679,128
8403,3680,3690,3678,3,3,3679,514,3678,3680,514,128
8404,514,3679,3691,3678,514,3679,3,3689,3684,3687,128
8405,3687,3684,3689,3682,3686,3,3684,3687,3,3681,128
8406,3684,3680,3682,3687,3689,3,3688,3680,3684,3684,128
8407,3681,3684,3688,3,3682,3689,3680,3686,3687,3,128
8408,3686,3684,3682,3680,3689,3686,3,3682,3684,3681,128
8409,3687,3682,3684,3684,3681,3689,3,3,3684,3687,128
8410,514,3679,3686,3,514,3688,3679,514,3,3,128
8411,3682,3696,3,3,3,3679,3678,514,20,2,128
8412,52,13,52,52,52,2,2,52,52,2,128
8413,52,2,3678,3,52,3684,2,52,52,13,128
8414,52,13,2,52,52,2,2,2,2,13,128
8415,2,13,52,20,2,13,163,3,273,13,128
8416,13,273,20,13,2,20,35,2,35,2,128
8417,35,2,35,2,35,3678,2,3678,3,3679,128
8418,3,2,13,35,35,2,2,35,35,3687,128
8419,3678,3,2,3686,2,35,3695,2,3680,13,128
8420,3,3688,3686,2,2,2,52,2,13,52,128
8421,2,2,52,2,52,2,2,514,52,2,128
8422,52,2,3679,20,52,52,13,52,20,52,128
8423,13,20,2,163,52,2,52,2,2,13,128
8424,52,2,52,13,2,35,137,20,2,35,128
8425,13,20,2,163,20,35,35,2,2,3682,128
8426,2,35,13,2,3,35,3688,2,35,2,128
8427,13,35,2,35,35,20,2,35,13,35,128
8428,2,2,35,35,35,2,2,35,3,35,128
8429,35,2,35,2,13,35,13,2,2,2,128
8430,13,2,52,13,20,2,13,273,163,20,128
8431,35,2,13,3678,2,2,2,13,2,2,128
8432,13,13,52,2,52,2,2,2,52,52,128
8433,2,2,52,2,13,52,3,52,52,2,128
8434,52,13,3694,52,2,52,2,52,52,2,128
8435,52,2,52,2,52,52,3693,13,52,2,128
8436,52,52,2,52,2,52,52,2,13,3,128
8437,3,2,2,2,2,13,2,2,20,70,128
8438,2271,13,273,13,273,163,72,2,26,13,128
8439,20,2,20,13,26,72,2,13,2,2,128
8440,2,13,70,13,2,70,2,2,70,2,128
8441,2,2,70,70,2,70,2,70,2,13,128
8442,70,70,70,3678,2,2,70,70,2,13,128
8443,70,70,2,70,2,70,70,70,2,70,128
8444,2,70,13,2,13,2,3,2,13,13,128
8445,2,13,70,20,2,13,20,163,13,70,128
8446,20,2,70,70,2,2,2,13,70,70,128
8447,2,3678,3,2,70,2,13,70,70,3,128
8448,70,2,2,70,70,13,70,2,70,2,128
8449,70,70,70,2,3,70,2,70,2,70,128
8450,70,13,70,2,70,2,70,13,70,70,128
8451,2,2,3,2,2,2,2,13,26,137,128
8452,20,20,2,72,163,20,13,13,3805,20,128
8453,13,26,2,26,26,2,2,2,26,2,128
8454,3,26,2,26,3681,2,26,2,26,26,128
8455,2,26,3,26,26,2,2,26,26,26,128
8456,2,26,2,26,26,2,13,2,2,2,128
8457,26,13,823,2,20,163,13,26,26,2,128
8458,26,2,26,3678,3,3679,2,2,13,2,128
8459,26,26,2,26,26,2,2,26,26,20,128
8460,26,26,2,26,26,2,26,26,2,26,128
8461,26,3,26,26,2,26,3679,3681,26,26,128
8462,26,2,2,26,26,13,26,2,26,26,128
8463,26,2,2,3,2,3678,3679,2,137,52,128
8464,13,2,20,13,2,4,20,52,13,163,128
8465,2,13,20,52,20,2,52,2,2,13,128
8466,2,52,2,52,52,2,13,52,2,52,128
8467,2,52,52,3,13,52,2,2,52,52,128
8468,52,2,2,52,3,52,2,52,52,2,128
8469,13,52,2,52,52,2,2,13,52,3,128
8470,3678,2,2,20,2,2,13,20,52,13,128
8471,52,13,20,72,2,2,52,163,52,2,128
8472,52,2,2,13,3696,2,52,52,3,2,128
8473,52,52,13,2,52,52,52,52,2,2,128
8474,52,52,13,52,52,2,2,52,52,52,128
8475,52,2,3,52,52,2,52,3,52,2,128
8476,52,52,13,52,2,52,2,52,13,52,128
8477,2,3679,2,13,2,3678,3681,3679,3,2,128
8478,13,72,26,20,2264,20,2,13,163,20,128
8479,13,579,13,648,3688,3,3681,13,26,2,128
8480,26,2,2,2,2,2,20,26,20,13,128
8481,52,20,72,2,13,52,934,52,2,2,128
8482,163,2,2,137,13,26,2,20,13,26,128
8483,2,26,26,163,2,2,13,26,2,26,128
8484,2,26,2,13,3,26,3688,3682,3680,3,128
8485,3,26,2,26,2,26,26,13,26,2,128
8486,26,26,26,2,26,2,26,26,26,2,128
8487,3,26,26,13,2,13,26,2,2,3697,128
8488,3678,3,3678,3682,3678,13,2,137,32,52,128
8489,2,20,20,2,52,13,163,13,2,2,128
8490,52,2,2,13,2,13,52,137,2,20,128
8491,72,13,20,273,72,2,35,163,20,13,128
8492,35,13,2,35,2,52,13,2,2,2,128
8493,52,2,2,2,52,2,52,2,2,52,128
8494,52,52,2,52,52,163,2,3,13,52,128
8495,52,3,2,52,52,2,52,52,2,3678,128
8496,52,52,163,52,52,2,2,52,52,13,128
8497,3,2,2,2,2,13,26,20,2,13,128
8498,72,26,2,163,2,26,2,2,26,2,128
8499,2,26,2,26,26,2,26,2,3,26,128
8500,26,2,26,26,2,26,26,2,26,26,128
8501,26,2,2,3,26,2,13,2,2,2,128
8502,13,3678,3678,137,20,70,13,2,72,2,128
8503,20,13,273,13,163,20,273,2,35,13,128
8504,72,20,35,2,2,2,2,2,13,13,128
8505,2,70,2,13,2,2,2,13,2,2,128
8506,70,3,70,2,70,70,2,2,70,70,128
8507,70,70,2,70,70,2,70,70,2,70,128
8508,70,2,70,70,2,70,70,70,70,2,128
8509,2,70,70,13,70,70,2,3,70,2,128
8510,70,70,2,2,2,13,13,2,70,70,128
8511,13,20,137,2,70,13,2,13,163,70,128
8512,70,2,70,2,2,13,70,2,2,3,128
8513,70,2,70,70,2,70,2,70,70,70,128
8514,2,2,3696,3678,3699,70,70,514,2,70,128
8515,70,2,70,2,70,514,2,3680,3699,13,128
8516,2,3,3688,3679,3691,2,2,26,13,137,128
8517,2,20,13,163,13,273,26,20,13,2,128
8518,2,2,26,13,2,26,2,2,2,2,128
8519,20,26,2,2,2,26,2,26,3,26,128
8520,2,26,3,26,2,3684,26,3682,13,26,128
8521,2,26,26,2,13,26,26,2,26,26,128
8522,13,3,26,3,2,2,3690,3693,3692,2,128
8523,2,3,514,3,20,2,26,13,13,2,128
8524,2,3,3694,3692,3697,3690,3696,514,3688,3691,128
8525,3678,3693,3695,3680,3,514,3,3,2,13,128
8526,2,70,13,2,32,2,4,20,13,273,128
8527,20,163,35,13,2,20,2,3,514,2,128
8528,2,3679,13,2,70,2,13,70,2,2,128
8529,13,2,2,2,70,2,13,3,2,70,128
8530,70,2,70,2,2,70,3,3695,70,3693,128
8531,70,70,2,70,70,3696,3,2,70,70,128
8532,2,70,70,2,70,3681,514,70,2,70,128
8533,70,70,2,2,70,70,13,70,70,2,128
8534,3,3678,70,70,2,514,3679,3678,3,2,128
8535,20,2,2,13,2,70,137,20,20,2,128
8536,13,163,273,13,273,20,13,35,2,2,128
8537,2,13,2,2,13,2,13,70,2,70,128
8538,2,2,2,2,2,70,70,2,70,70,128
8539,2,13,70,70,2,3681,70,3,70,2,128
8540,70,70,13,70,2,2,70,70,70,70,128
8541,2,3,70,2,70,13,2,13,2,2,128
8542,13,2,35,137,72,2,20,163,20,13,128
8543,273,70,13,2,20,2,70,514,2,2,128
8544,2,2,2,13,2,3682,2,13,2,13,128
8545,35,35,2,2,35,2,2,2,2,2,128
8546,35,2,35,2,35,35,2,35,35,2,128
8547,35,35,2,3,35,35,35,2,2,35,128
8548,35,35,35,2,2,35,35,35,2,35,128
8549,35,2,13,35,35,2,35,35,35,2,128
8550,35,2,2,2,2,3,3679,3681,2,13,128
8551,35,20,13,2,137,35,2,13,163,2,128
8552,35,2,3678,2,13,3679,13,2,35,35,128
8553,2,35,2,35,35,35,2,2,3679,3692,128
8554,3682,3679,3,35,13,35,35,2,3,2,128
8555,3678,35,35,35,2,35,2,35,35,2,128
8556,35,35,13,35,2,2,35,35,35,2,128
8557,2,3,35,35,35,2,35,35,2,2,128
8558,13,13,13,2,2,2,13,2,20,13,128
8559,72,52,20,2,52,13,163,52,52,2,128
8560,2,2,2,2,52,52,3,3678,3,2,128
8561,52,2,52,2,52,52,2,52,52,2,128
8562,52,2,52,52,52,2,2,52,3,52,128
8563,3686,52,2,52,2,13,2,2,2,13,128
8564,2,3678,3686,52,137,514,20,2,3679,3,128
8565,3688,3680,2,13,20,163,52,2,52,3678,128
8566,52,52,2,2,13,2,52,52,2,52,128
8567,2,13,52,52,52,52,2,3691,3679,3678,128
8568,3,2,52,52,13,52,2,2,52,52,128
8569,52,2,52,3,3679,52,2,52,2,52,128
8570,52,3679,52,13,52,2,2,3,52,52,128
8571,52,52,2,2,52,52,52,13,2,52,128
8572,3,2,2,3680,3679,2,2,2,13,70,128
8573,13,20,137,2,20,72,1749,20,2,13,128
8574,163,20,13,70,70,2,2,70,2,2,128
8575,2,13,70,2,70,2,70,2,70,2,128
8576,70,70,70,2,70,70,2,70,2,70,128
8577,70,70,2,70,2,70,70,70,2,2,128
8578,13,2,2,13,3,2,13,20,137,70,128
8579,72,13,20,2,20,70,13,163,70,2,128
8580,13,2,13,70,2,2,13,2,70,70,128
8581,2,70,70,2,70,2,70,70,2,70,128
8582,70,70,70,3,2,2,70,70,70,2,128
8583,2,70,70,3699,3678,3679,70,70,2,70,128
8584,3681,70,2,13,70,2,3689,3691,3,3680,128
8585,514,3678,3681,2,2,13,3694,2,2,13,128
8586,2,20,70,137,13,70,13,163,70,2,128
8587,20,70,70,2,2,2,70,13,3697,2,128
8588,70,3689,3692,2,70,2,70,2,13,70,128
8589,70,70,2,2,70,3679,70,13,70,2,128
8590,3,70,2,70,70,2,70,70,2,70,128
8591,70,2,70,70,13,70,2,2,70,70,128
8592,70,2,70,3,70,2,70,70,2,70,128
8593,3681,3679,3684,2,13,70,2,2,2,2,128
8594,514,3680,2,13,72,2,20,70,20,13,128
8595,2,163,70,70,70,2,2,2,13,70,128
8596,2,70,2,70,70,2,70,70,70,2,128
8597,2,70,3,70,13,70,70,2,3,2,128
8598,70,70,70,70,2,70,70,2,70,2,128
8599,70,70,13,70,70,2,2,70,70,70,128
8600,2,2,2,2,2,13,2,20,52,13,128
8601,137,20,2,13,163,13,52,2,52,2,128
8602,52,2,2,13,2,52,52,2,52,2,128
8603,2,13,52,52,52,2,2,52,52,13,128
8604,52,2,52,52,2,52,52,2,52,514,128
8605,52,52,2,2,52,52,13,52,2,3678,128
8606,52,52,2,3679,13,3,2,2,2,13,128
8607,13,137,35,13,2,2,72,13,20,20,128
8608,35,13,2,163,13,2,35,2,2,2,128
8609,13,2,35,2,35,13,35,2,35,35,128
8610,2,35,35,2,20,20,2,2,3,3684,128
8611,2,3,3,2,20,35,2,20,35,20,128
8612,2,52,13,72,2,20,823,35,2,273,128
8613,13,20,163,2,2,13,2,13,20,2271,128
8614,72,137,26,26,2,20,163,2,13,26,128
8615,2,26,13,2,2,13,2,2,26,26,128
8616,2,26,26,2,2,26,26,26,26,2,128
8617,26,26,2,13,26,26,2,26,26,13,128
8618,2,26,26,2,26,26,13,26,26,2,128
8619,2,26,26,26,26,2,26,26,2,26,128
8620,26,2,2,20,2,2,13,2,20,137,128
8621,52,13,13,2,20,273,163,13,20,273,128
8622,2,20,72,13,35,35,2,3,2,2,128
8623,35,35,2,2,13,35,2,35,2,35,128
8624,2,2,13,2,2,2,13,52,52,2,128
8625,2,2,2,2,52,2,2,52,2,52,128
8626,52,13,2,52,52,52,2,52,2,52,128
8627,52,13,52,2,52,2,52,52,52,2,128
8628,52,2,52,52,2,52,52,13,52,2,128
8629,2,52,52,52,52,2,52,2,13,52,128
8630,2,2,3,4,1,1,4,7,7,1,128
8631,32,13,20,4,32,20,32,20,100,13,128
8632,32,7,2,35,13,46,72,2,35,46,128
8633,7,32,2,32,2,2,2,2,13,2,128
8634,100,100,100,2,4,13,32,20,20,32,128
8635,294,915,13,13,20,20,72,32,3774,32,128
8636,72,2,3774,13,20,72,70,7,13,70,128
8637,2,2,100,100,2,100,2,4,32,56,128
8638,76,13,13,934,13,70,32,20,72,70,128
8639,32,4,20,13,2,2264,13,1039,2,20,128
8640,4,2264,7,70,163,2,163,163,70,2,128
8641,70,2,13,2,13,70,2,70,20,70,128
8642,2,70,70,3,514,70,70,2,2,70,128
8643,70,70,70,2,2,70,514,3691,3,70,128
8644,514,3678,3691,514,3695,3693,3690,3696,3692,3678,128
8645,3679,3697,3694,514,3688,3687,3680,3690,3693,3695,128
8646,3691,3697,3,3679,3687,3680,3688,3695,3692,3690,128
8647,3697,3696,3694,3693,514,3694,3,514,70,2,128
8648,70,3,70,2,70,70,2,3679,514,3679,128
8649,3,3680,3689,514,70,3689,514,3687,70,3695,128
8650,3690,3696,3693,514,3,3694,13,70,70,2,128
8651,2,70,70,3694,514,3695,3,3688,3678,3679,128
8652,3680,3692,3686,3693,2,2,514,3686,3690,3680,128
8653,3691,3678,3690,3,3684,3682,20,3697,3682,3684,128
8654,13,2,2,13,2,32,3679,70,13,2824,128
8655,13,2,20,273,35,2,13,20,273,35,128
8656,13,2,2,2,2,2,13,3679,2,13,128
8657,2,2,13,70,2,70,2,70,2,70,128
8658,2,13,20,20,20,2,20,70,20,13,128
8659,163,26,137,20,2,72,1039,2,13,26,128
8660,20,623,26,163,2,2,26,13,2,2,128
8661,26,13,26,2,3679,3679,3679,26,2,2,128
8662,26,26,26,26,3679,2,26,26,2,26,128
8663,26,2,3678,26,3679,26,3682,2,3717,3690,128
8664,3,26,3695,3693,3694,3697,514,3690,3679,3692,128
8665,3717,3696,3691,3694,3695,3679,514,3,49,2,128
8666,3717,18,492,49,3,514,492,3750,21,18,128
8667,1,4,21,26,4,2,13,2,1,3750,128
8668,3717,514,3692,514,3696,3687,492,3717,3679,3693,128
8669,3690,3,13,2,13,70,2,2,13,20,128
8670,72,1749,13,20,1039,163,1749,273,13,273,128
8671,72,20,35,2,13,32,35,20,2,2,128
8672,2,2,3,514,2,3,13,13,2,2,128
8673,2,13,70,72,2,70,2,2,70,2,128
8674,2,70,514,70,2,70,2,2,2,70,128
8675,70,3695,3,3678,3717,3,514,3717,492,3750,128
8676,70,70,2,3686,3717,3750,1,4,3678,514,128
8677,2,3690,3697,70,3,70,70,2,70,70,128
8678,2,70,70,2,70,70,70,2,2,3,128
8679,514,3,13,3,3679,2,2,3678,3,514,128
8680,3,2,13,20,2,52,13,72,137,13,128
8681,20,2,163,273,13,20,273,2,35,20,128
8682,13,2,2,2,2,13,2,13,2,13,128
8683,52,2,52,3679,2,2,2,2,2,2,128
8684,52,2,52,20,52,20,20,2,20,20,128
8685,20,20,52,52,20,514,13,2,137,35,128
8686,13,72,20,35,2,163,2,2,2,13,128
8687,13,2,35,35,2,2,35,2,35,35,128
8688,35,2,2,35,13,35,35,2,35,2,128
8689,35,35,2,514,35,3692,3680,3691,3693,3684,128
8690,3,514,3689,3689,3696,3678,514,35,2,514,128
8691,3678,35,3678,3,3690,3678,3680,3678,2,3678,128
8692,3678,3,514,3680,3684,35,3686,3680,3689,514,128
8693,3,3,3682,514,35,13,3687,3,3,35,128
8694,514,2,3678,2,514,3678,3682,3678,3679,35,128
8695,35,35,2,3678,3,3684,3681,2,35,514,128
8696,3696,3678,3679,35,35,2,35,35,2,2,128
8697,13,13,2,2,3,3681,3,3678,3682,13,128
8698,2,3680,20,35,3678,20,2,13,13,273,128
8699,163,273,35,72,20,13,2,35,2,2,128
8700,35,2,35,2,3678,13,2,3689,3,3679,128
8701,3678,3,35,35,2,3,514,514,3,3691,128
8702,3687,3687,3,35,3,2,2,13,2,2,128
8703,2,13,35,2,35,2,2,2,2,2,128
8704,13,35,35,2,2,35,2,13,514,3679,128
8705,35,35,2,35,2,35,3,35,35,2,128
8706,2,35,35,3678,3679,514,2,35,35,35,128
8707,2,35,2,35,35,13,3679,2,35,2,128
8708,3,35,35,2,3686,35,2,2,2,2,128
8709,2,13,52,72,20,823,2,823,52,163,128
8710,13,2,52,2,52,52,2,2,2,13,128
8711,52,52,2,3,514,2,52,2,52,52,128
8712,2,52,2,52,52,514,2,52,52,2,128
8713,52,52,52,2,2,52,3,52,52,2,128
8714,52,2,13,3679,3678,52,2,20,20,20,128
8715,20,20,20,2,13,20,26,137,623,20,128
8716,1749,13,2,26,2,20,13,273,163,2,128
8717,13,26,26,137,26,13,2,20,20,13,128
8718,623,273,13,20,2,52,72,163,20,2,128
8719,52,13,52,52,2,13,26,2,26,2,128
8720,2,2,2,2,2,2,26,2,26,26,128
8721,2,26,26,26,2,2,3,26,26,26,128
8722,2,2,26,26,26,2,3680,3679,26,2,128
8723,3678,26,26,2,163,26,13,26,2,26,128
8724,2,26,26,26,163,2,2,26,26,26,128
8725,2,2,3,20,2,13,2,26,13,13,128
8726,2,20,273,35,13,20,13,35,163,2,128
8727,2,2,2,2,13,26,26,2,2,2,128
8728,2,26,2,2,26,2,26,3,26,2,128
8729,2,26,26,2,26,26,2,26,2,26,128
8730,26,2,26,2,26,26,26,2,2,26,128
8731,3,13,2,2,2,2,13,52,2,13,128
8732,163,823,273,13,273,13,20,35,2,72,128
8733,35,2,2,35,2,2,35,2,2,13,128
8734,35,35,2,2,35,35,72,35,2,2,128
8735,13,2,514,3679,52,13,2,52,2,2,128
8736,2,2,52,52,2,2,52,52,2,52,128
8737,52,3,2,52,2,52,52,2,52,52,128
8738,2,52,52,2,52,52,52,52,2,2,128
8739,3,52,52,52,2,52,52,2,52,13,128
8740,52,2,52,52,52,2,52,2,3,2,128
8741,2,13,2,20,35,2,13,163,2,35,128
8742,13,2,35,2,35,2,13,2,35,2,128
8743,35,35,2,35,35,2,35,2,3,35,128
8744,35,35,2,2,35,35,2,35,35,2,128
8745,35,2,35,35,13,35,2,2,3,35,128
8746,35,35,2,2,2,2,13,2,137,52,128
8747,20,13,20,2,13,52,163,2,52,52,128
8748,52,2,2,2,13,2,52,2,52,2,128
8749,52,2,13,52,2,52,52,2,3,52,128
8750,3682,2,13,52,52,2,52,52,52,2,128
8751,2,52,52,52,2,52,2,52,3,13,128
8752,52,2,52,52,13,2,52,52,2,2,128
8753,2,3,2,2,13,13,72,70,137,20,128
8754,2,13,20,163,13,70,70,2,2,13,128
8755,2,13,70,2,13,2,70,70,2,70,128
8756,70,2,2,70,3,70,70,2,70,70,128
8757,2,70,70,2,70,70,2,70,2,70,128
8758,70,70,70,2,2,70,70,13,70,3,128
8759,2,2,2,2,2,3,2,13,2,20,128
8760,137,72,52,13,20,163,13,52,2,52,128
8761,2,2,2,13,2,52,52,2,52,52,128
8762,2,13,52,52,52,2,52,2,52,52,128
8763,13,52,52,2,2,52,52,52,52,2,128
8764,3,52,52,2,52,52,2,52,52,13,128
8765,52,2,52,514,2,3,3,3,514,3,128
8766,3699,13,52,52,3697,514,3,3,514,3,128
8767,3678,3697,3699,3688,3,3697,3696,3684,3688,3681,128
8768,514,514,3,3678,2,514,514,2,3686,3680,128
8769,3688,3682,3684,3687,13,2,2,514,13,72,128
8770,26,20,2,137,2271,3679,2,26,2271,13,128
8771,20,2,163,26,26,13,26,3692,2,26,128
8772,3,13,26,2,2,13,2,26,3696,26,128
8773,2,3679,3,26,26,2,2,3686,26,3681,128
8774,26,3,3689,514,3,26,26,2,26,2,128
8775,26,26,26,2,3690,26,26,3681,3,514,128
8776,3680,3686,3699,3,2,3684,26,514,26,2,128
8777,26,26,3699,3,3699,26,26,2,18,3,128
8778,3680,514,93,1373,46,168,93,26,26,2973,128
8779,190,93,13,3687,26,46,168,2973,190,291,128
8780,93,4,26,2,291,140,7,4,140,7,128
8781,140,270,93,3682,3687,2,3678,26,26,140,128
8782,270,46,93,140,7,93,7,140,93,93,128
8783,93,26,2,26,93,140,2,2,13,13,128
8784,2,2,13,32,137,52,13,72,137,32,128
8785,52,20,823,32,13,2,7,20,20,2,128
8786,140,140,32,4,13,7,20,7,40,13,128
8787,52,20,13,4,2,40,32,20,52,3687,128
8788,3,3,3,52,3,3,3,93,3,13,128
8789,93,140,52,3695,32,140,3,20,13,32,128
8790,26,137,2,20,20,2,26,26,20,13,128
8791,20,7,13,3686,40,26,3695,3696,3,93,128
8792,3154,168,4,1,13,3678,26,3,3,13,128
8793,52,2,20,20,13,7,13,40,52,13,128
8794,3678,514,3679,3689,3686,514,3695,3692,3,3690,128
8795,3696,3688,3684,3688,3689,3,3690,3692,514,3684,128
8796,3679,3,514,3678,3684,3,3679,3,93,2973,128
8797,190,46,93,3686,3,3678,168,3688,514,3,128
8798,3679,3689,3,18,3699,3681,3734,13,3682,3734,128
8799,3684,3699,3681,3,18,3691,3680,3684,3692,3682,128
8800,3679,3691,3699,514,52,3680,3,3690,3696,3687,128
8801,3681,3682,3,3699,3680,3680,3681,13,140,3679,128
8802,3687,3,3,3694,13,35,20,35,2,35,128
8803,13,3,7,40,3,13,35,2,35,3,128
8804,3,3,35,3692,3,3694,3,3,3694,3,128
8805,13,3,35,93,13,3,2,13,52,2,128
8806,137,20,3,20,20,13,3,7,3,13,128
8807,40,52,3,3693,3682,3679,3,3,13,3693,128
8808,3681,3,3,3,3686,3689,3690,3680,514,3,128
8809,3699,18,3734,3,3681,52,13,137,13,2,128
8810,70,3,20,20,2,7,13,70,70,3,128
8811,514,3686,70,2,13,40,1,2669,4,4,128
8812,1,1,4,7,1,4,7,1,26,13,128
8813,32,1,137,32,2,13,20,72,13,4,128
8814,20,32,7,7,70,2,13,20,4,273,128
8815,163,70,72,273,20,13,2,163,13,20,128
8816,273,70,163,13,273,20,32,13,26,72,128
8817,2,26,72,4,26,2,26,2,2,26,128
8818,26,2,26,2,56,26,2,2,26,26,128
8819,26,2,2,26,26,20,26,20,2,13,128
8820,1,26,137,2,1,273,13,1,273,35,128
8821,72,2,13,163,2,35,20,13,273,20,128
8822,13,273,20,2,2,163,13,26,2,26,128
8823,2,26,2,26,163,2,2,2,26,2,128
8824,2,26,2,20,26,2,20,2,2,163,128
8825,1,70,13,137,20,2,13,20,273,1,128
8826,2,273,72,35,13,1,20,35,273,163,128
8827,13,2,35,13,273,273,20,13,35,2,128
8828,13,70,2,70,2,2,2,70,2,2,128
8829,2,70,2,70,2,70,70,2,70,70,128
8830,70,2,2,70,70,70,2,2,70,2,128
8831,70,70,70,2,2,70,70,70,13,20,128
8832,2,2,70,70,2,2,2,70,70,2,128
8833,70,2,2,2,70,70,70,2,70,70,128
8834,2,70,70,2,70,2,70,2,70,70,128
8835,20,2,20,70,2,70,70,2,70,2,128
8836,163,70,70,2,2,2,70,163,35,13,128
8837,2,72,72,20,2,32,13,35,2,35,128
8838,2,2,70,13,2,70,2,2,2,70,128
8839,70,70,2,2,70,70,70,2,2,70,128
8840,70,2,2,2,70,70,70,2,2,70,128
8841,70,70,2,2,70,70,70,70,2,70,128
8842,2,70,70,2,70,2,70,70,2,70,128
8843,2,2,2,70,70,70,2,2,70,70,128
8844,70,70,2,2,70,70,70,2,70,2,128
8845,70,70,2,70,70,2,70,2,70,2,128
8846,35,72,13,2,35,2,13,70,2,2,128
8847,2,70,2,70,2,70,70,70,7,2,128
8848,2,70,70,70,2,70,70,2,70,70,128
8849,2,70,2,70,70,2,70,70,70,2,128
8850,2,70,70,70,2,70,2,70,70,2,128
8851,70,70,2,70,2,70,70,70,2,2,128
8852,70,70,2,2,20,2,2,2,2,2,128
8853,70,70,2,2,2,70,70,70,2,70,128
8854,2,70,70,2,70,70,2,70,2,20,128
8855,13,35,2,2,13,2,2,2,70,2,128
8856,2,2,2,70,70,70,2,2,70,70,128
8857,70,2,70,2,70,70,2,70,70,2,128
8858,70,70,2,70,70,70,2,2,70,70,128
8859,70,2,70,2,70,70,2,70,70,2,128
8860,70,2,70,70,70,2,2,70,70,70,128
8861,2,2,70,70,70,2,70,2,2,20,128
8862,32,2669,1,4,1,4,7,3,3,514,128
8863,4,1,7,514,56,3,3,514,3679,3678,128
8864,3692,3690,3696,3695,3694,3697,3691,3,514,3693,128
8865,3687,3681,3689,3,3678,3695,514,3697,3692,3694,128
8866,3696,3691,3679,3690,3694,3690,514,3687,3681,3689,128
8867,3,3690,514,3695,3,3696,3691,514,3,514,128
8868,3696,514,514,3679,3,3678,514,514,3686,3,128
8869,3686,514,3717,3,3681,3679,3697,3694,514,3717,128
8870,3695,3690,3694,3697,3693,3696,3691,3692,3679,3695,128
8871,3,514,3717,49,3678,3690,3679,3693,514,3689,128
8872,514,3,3,3,3689,514,3694,3,514,3,128
